index	question	sentence	label
8608	能谈到多少	我知道您关注很久了	0
8609	能谈到多少	之前是258万	0
8610	第二个是贵在装修了吗	也不是	0
8611	第二个是贵在装修了吗	这个楼盘在府河路苑后面	0
8612	第二个是贵在装修了吗	这边价格也就这样	0
8613	第二个是贵在装修了吗	区域不一样	0
8614	第二个是贵在装修了吗	你说两套房子啊，就是装修不一样	0
8615	现在看不成是不是	这个我可以带您看下同楼栋，楼层相差不大的	1
8616	现在看不成是不是	有的呀	0
8617	现在看不成是不是	您想评估价做高一点还是低一点	0
8618	明天可以看看吗	可以的	1
8619	明天可以看看吗	有钥匙看房很方便	1
8620	明天可以看看吗	方便留个电话吗	0
8621	您好，请问这个房子周边有哪些学校	不好意思，刚刚来了个VR	0
8622	您好，请问这个房子周边有哪些学校	您这边是考虑购买学区房么？	0
8623	您好，请问这个房子周边有哪些学校	现在有中意的学区么？	0
8624	您好，请问这个房子周边有哪些学校	滨湖的新房么	0
8625	您好，请问这个房子周边有哪些学校	您这边可以留个联系方式，我这边详细给您讲解一下	0
8626	能看看么？	需要提前约的	1
8627	能看看么？	您想什么时候看呢	0
8628	能看看么？	我的时候都可以，主要约房主	0
8629	临街？	小区绿化率为30%，绿化好，容积率为4，实行封闭式管理。物业为：西安海悦物业管理有限公司，物业费为1.2元每平每月。	0
8630	临街？	南区还是北区的	0
8631	临街？	台北湾分为两个区	0
8632	税费呢	满五年唯一的 只有增值税	1
8633	税费呢	增值税29.28万左右	1
8634	税费呢	业主保养的很好 住的比较少 房子还蛮新的	0
8635	税费呢	您这边是首套还是二套呢？	0
8636	税费呢	我给您算下	0
8637	现在能看吗	可以老师	1
8638	现在能看吗	看v时代的吗	0
8639	现在能看吗	大哥您电话是多少嘛，就住二郎这边是吧。	0
8640	这套房源价格还有优惠空间么？	您好	0
8641	这套房源价格还有优惠空间么？	还能小谈一些	1
8642	这套房源价格还有优惠空间么？	本房目前证满二，没有增值税，现在是出租中，看房可以帮您提前约	0
8643	便宜多少了	530万	0
8644	便宜多少了	现在	0
8645	便宜多少了	直接买520万。	0
8646	跟办证，一天交的税	对	0
8647	跟办证，一天交的税	你们为什么卖房子啊	0
8648	跟办证，一天交的税	我知道，你们是在别的地方买了房子了吗	0
8649	跟办证，一天交的税	您现在有时间吗	0
8650	跟办证，一天交的税	我在山水康城德佑	0
8651	今天能看吗？	我问一下房主哈	1
8652	今天能看吗？	您几点看	0
8653	今天能看吗？	我问一下哈	0
8654	你和谈谈最低多少钱卖！我也是诚心买！如若不然我就别的房了	我们试探的价钱不如你们坐下来谈，行就定，那种最好谈价钱了	1
8655	你和谈谈最低多少钱卖！我也是诚心买！如若不然我就别的房了	就差7万，他有心卖让她两点，您在涨点就行了	0
8656	你和谈谈最低多少钱卖！我也是诚心买！如若不然我就别的房了	要不我带您看看房，我在跟他聊	0
8657	价格还有商量吗！可以看房吗	 房子有钥匙，看房随时方便	0
8658	价格还有商量吗！可以看房吗	您看您什么时候有时间呢？	0
8659	价格还有商量吗！可以看房吗	价格看上房子可以在谈	1
8660	价格还能谈吗	价格空间不大，您可以先看房子，看中了我们在去和房东谈	1
8661	价格还能谈吗	您明天有空过来看看房子吗	0
8662	价格还能谈吗	您贵姓	0
8663	价格可谈么	可以	1
8664	价格可谈么	有的	0
8665	价格可谈么	您孩子多大了？	0
8666	什么时候能够看房呢？	随时都可以	1
8667	什么时候能够看房呢？	有	0
8668	什么时候能够看房呢？	在	0
8669	这套房源价格还有优惠空间么？	您好	0
8670	这套房源价格还有优惠空间么？	这套房子看中还可以谈	1
8671	还能便宜吗？	能	1
8672	还能便宜吗？	新政出来后我们一直在和业主做工作	0
8673	还能便宜吗？	目前这个房子确实是最优质一套	0
8674	首付五成，要缴税多少钱？	我给您大概算下税费和总的首付款	1
8675	首付五成，要缴税多少钱？	这套房子税费很少，相当于买新房一样，只需要缴纳契税，然后交少量杂费。	1
8676	首付五成，要缴税多少钱？	是的，还要加豪宅税，新政超过750万以上的房子需要交增值税	1
8677	首付五成，要缴税多少钱？	稍等，我查下房本的原登记价	0
8678	首付五成，要缴税多少钱？	增值税和附加税一起512000元	1
8679	您好，请问这套房源首付是多少？	首付百分之30	1
8680	您好，请问这套房源首付是多少？	 首付四成	0
8681	里面毛坯？	你微信多少我加一下你 给你找个几套性价比高一点的房源	0
8682	里面毛坯？	图片还在拍	0
8683	里面毛坯？	具体的我去帮你跟房东聊	0
8684	里面毛坯？	你这边心里价位多少	0
8685	里面毛坯？	房东的价格我去帮你谈	0
8686	三房的都可以看一下	 嗯	0
8687	三房的都可以看一下	那南博我们先看一下吧，金榜五期那套还不错	0
8688	三房的都可以看一下	嗯，那周六下午我们先看合生一期付款	0
8689	中学呢	南大附中	1
8690	中学呢	南大附中在鼓楼不算好	1
8691	中学呢	赤壁路，五十中	1
8692	价格可谈吗？	这个得跟房主商量	1
8693	价格可谈吗？	能留下您的电话号码吗？	0
8694	价格可谈吗？	好的	0
8695	你问问白天能看不	想几点	1
8696	你问问白天能看不	行，我问问	1
8697	你问问白天能看不	明天白天想几点看？白天时间都方便？	0
8698	经适房还能卖吗？	是的，上市五年可以交易的	1
8699	经适房还能卖吗？	嗯嗯，我们平台房源很多，您是想要那一片的房子，几室我帮您找找	0
8700	经适房还能卖吗？	新房二手房我们都做的！我们是品牌加盟贝壳平台的，所以新房包裹二手房我们都有做！	0
8701	经适房还能卖吗？	您也想了解一下新房吗？	0
8702	经适房还能卖吗？	嗯嗯，理解！新房碧桂园，中骏您都有了解吗？这些都是准现房	0
8703	我看下房子怎么样	好的	0
8704	我看下房子怎么样	刚我发的那套哇	0
8705	我看下房子怎么样	好的	0
8706	你好，周末有人看房吗	这几天天气没那么好，暂时没有客户看房😓	0
8707	你好，周末有人看房吗	这周没有看房呢😓	0
8708	你好，周末有人看房吗	都有的推呀	0
8709	这套房源价格还有优惠空间么？	您好	0
8710	这套房源价格还有优惠空间么？	您好	0
8711	这套房源价格还有优惠空间么？	您留下电话，我给您回过去	0
8712	是在小区最北边嘛？	留个联系方式	0
8713	是在小区最北边嘛？	还有别的房子三室的	0
8714	是在小区最北边嘛？	是的	1
8715	您好，请问这个房子周边有哪些学校？	哈喽	0
8716	您好，请问这个房子周边有哪些学校？	有个新学校在建设	0
8717	您好，请问这个房子周边有哪些学校？	听说要被胜利收购	0
8718	您好，请问这个房子周边有哪些学校？	只是听说	0
8719	富丽苑的什么时候可以看下？	您好	0
8720	富丽苑的什么时候可以看下？	好的，您明天什么时候到，我约一下	0
8721	富丽苑的什么时候可以看下？	我来约一房东回复您，不知道房东家里明天有没有人	0
8722	价格最低多少？	245万左右吧，具体要和房东面谈	1
8723	价格最低多少？	这个房子要来看一下吗？	0
8724	价格最低多少？	😂😂	0
8725	侨力大厦这个房子什么时候可以看房？	您明天有时间吗？	1
8726	侨力大厦这个房子什么时候可以看房？	这边安排一下	1
8727	侨力大厦这个房子什么时候可以看房？	5号下午对吗？ 我问问哈	0
8728	现在能看房吗？	房子在中低层楼，一共14层，是5楼的房子	0
8729	现在能看房吗？	可以进了	0
8730	现在能看房吗？	您什么时间方便	1
8731	哪里的房子呢	 红光这边的	1
8732	哪里的房子呢	好的，您稍等	0
8733	哪里的房子呢	你好	0
8734	这套房子，能一起看吗？	这房临街，没电梯，想看我可以给你约	0
8735	这套房子，能一起看吗？	您看看建业苑这房行不，低价680万	0
8736	这套房子，能一起看吗？	您发的松榆西里的房现在合租的状态，看房需要敲门，有个别房间不能看。	0
8737	价格还有谈不	嗯嗯	0
8738	价格还有谈不	只能全款	0
8739	价格还有谈不	按揭不卖	0
8740	可以看看吗	你考虑看看吗？	0
8741	可以看看吗	你打算啥时候看，我联系下业主	1
8742	可以看看吗	现在？我得问问，因为业主也不住这边	0
8743	这个看房方便吗？	看完时间我会发到您微信上的。	0
8744	这个看房方便吗？	不谢	0
8745	这个看房方便吗？	您好	0
8746	房子多少楼哦 采光好不好	中间楼层，采光还不错哈。	1
8747	房子多少楼哦 采光好不好	小区也是这边环境比较好的。容积率低，人车分流，总楼层比周边楼盘都要低。	0
8748	房子多少楼哦 采光好不好	您如果想采光好点的话可以考虑这两套竖厅户型的。因为刚刚您咨询的橫厅户型，客厅会有一点遮挡。	0
8749	价格有空间吗	有空间	1
8750	价格有空间吗	刚挂牌	0
8751	价格有空间吗	没谈过	0
8752	最低价多少	业主目前报价60万，您有看过房子吗	1
8753	最低价多少	您可以先看房子，如果看中我给您去谈价	1
8754	最低价多少	您好	0
8755	这房子小学 初中可以读哪里，	咱们这个小区是读金州小学和星辰中学	1
8756	这房子小学 初中可以读哪里，	  您孩子多大了？	0
8757	这房子小学 初中可以读哪里，	读学校的话，是想读哪个学校吗？	0
8758	您好，我正在看嘉骏香山苑的房子	有好多套您问的是哪一套	0
8759	您好，我正在看嘉骏香山苑的房子	对的	0
8760	您好，我正在看嘉骏香山苑的房子	您看的哪一套可以发链接给我	0
8761	您好，我正在看嘉骏香山苑的房子	房子看过吗亲	0
8762	您好，我正在看嘉骏香山苑的房子	要不先看下房子	0
8763	学区是什么	小学是南京市白云园小学。	1
8764	学区是什么	中学是29致远	1
8765	学区是什么	您是考虑哪个区域的房子	0
8766	这个房子问题吗？	美兰湖花园	0
8767	这个房子问题吗？	嗯	0
8768	这个房子问题吗？	毛坯房1000万左右	0
8769	这个房子问题吗？	您什么时候有时间看房？	0
8770	这个房子问题吗？	提前一天通知我就好	0
8771	看房方便吗	方便的	1
8772	看房方便吗	随时	1
8773	看房方便吗	在的	0
8774	是挨着马路吗	对	0
8775	是挨着马路吗	但是这是中户  不受影响	0
8776	是挨着马路吗	可以	0
8777	这套房子今天能看吗	今天看不了、得提前约租客	1
8778	这套房子今天能看吗	您进入VR可以先跟您介绍一下这套房子	0
8779	这套房子今天能看吗	这套提前约可以、您几点能来？	0
8780	西区2楼呢，能谈到290以内吗？	不好谈	1
8781	西区2楼呢，能谈到290以内吗？	嗯	0
8782	西区2楼呢，能谈到290以内吗？	买入合同价229万	0
8783	什么时候免税	19年六月份下的证	1
8784	什么时候免税	西户  老师	0
8785	什么时候免税	那条路倒不是主干道  老师	0
8786	什么时候免税	而且小区要比路面高出来 2层楼	0
8787	什么时候免税	东户有个五楼	0
8788	房证是不动产证？	这个房子装修保持的特别不错，您可以过来看一下	0
8789	房证是不动产证？	不动产证	1
8790	房证是不动产证？	康和新城的这套是暖气片的，不是地暖，但是供热没有问题	0
8791	房证是不动产证？	方便的话可以加一下微信，方便联系	0
8792	房证是不动产证？	PHONE	0
8793	这个是几期的？？	三期	1
8794	这个是几期的？？	5个卧室	0
8795	这个是几期的？？	留个电电话里说	0
8796	这个是几期的？？	你留个电话	0
8797	这个是几期的？？	电话里说	0
8798	都是什么？各种税	1.5%	1
8799	都是什么？各种税	贷款费用正常是11000元	0
8800	都是什么？各种税	我给您按2000算的	0
8801	都是什么？各种税	到时给您申请	0
8802	都是什么？各种税	是的姐	0
8803	南院？	毛坯房毛坯房随时能够看房。?	0
8804	南院？	这边现在价格，反正都不便宜。?	0
8805	南院？	嗯嗯	0
8806	南院？	二手房一房一价	0
8807	南院？	我可以多带您看一下。?	0
8808	周围配套设施怎么样	交通便利，生活也挺方便的	1
8809	周围配套设施怎么样	要不然我带您vr看一下房子呀	0
8810	周围配套设施怎么样	可以么	0
8811	周围配套设施怎么样	就耽误您10分钟的时间	0
8812	周围配套设施怎么样	那好，你稍等，我给你发起vr带看	0
8813	划片中学有吗	您好	0
8814	划片中学有吗	76中	1
8815	划片中学有吗	现在小区附近规划还有个在建设的	0
8816	什么时候能够看房呢？	您好，--房源基本要素介绍，这两天本房看房比较方便，您看您什么时候有时间，我可以安排您看一下房子	0
8817	什么时候能够看房呢？	你好	0
8818	什么时候能够看房呢？	您好，--房源基本要素介绍，这两天本房看房比较方便，您看您什么时候有时间，我可以安排您看一下房子	0
8819	您好，我想咨询#大城小爱#小区	可以提供缴税证明	0
8820	您好，我想咨询#大城小爱#小区	目前有一套清水两房	0
8821	您好，我想咨询#大城小爱#小区	我发给您看一下	0
8822	您好，我想咨询#大城小爱#小区	您方便留个电话吗？	0
8823	您好，我想咨询#大城小爱#小区	有时间可以实地过来看看	0
8824	毛坯的吗	是的，和毛坯差不多	1
8825	毛坯的吗	您这边是想要毛坯房还是装修好了的呀？	0
8826	毛坯的吗	您预算的话大概想控制在多少呢？	0
8827	毛坯的吗	哦哦，您是想在鲁能买还是唐冶周边都可以考虑呀？	0
8828	毛坯的吗	嗯，鲁能签约的省实验小学	0
8829	这个可以看房不	可以	1
8830	这个可以看房不	您这边啥时候方便	1
8831	这个可以看房不	这套房子附近的小学是清华双语小学，附近的中学是基石中学	0
8832	现在疫情期间能看房子吗	刚刚新出的房源	0
8833	现在疫情期间能看房子吗	可以看的	1
8834	现在疫情期间能看房子吗	我可以带您线上看	1
8835	这套朝南的下周六能看吗	我到时候提前给你约	1
8836	这套朝南的下周六能看吗	您好	0
8837	周边有什么配置吗	最近的是西电医院和五院	1
8838	周边有什么配置吗	2栋楼，有人管	0
8839	周边有什么配置吗	环城西路小学	1
8840	现在可以看房吗	姐您刚下班吗？😂	0
8841	现在可以看房吗	我先线上VR带您看一下嘛	1
8842	现在可以看房吗	您觉得合适，我明天再实地带您看一下😁	1
8843	增值税？	这个房子是满两年的	1
8844	增值税？	没有增值税哈	1
8845	增值税？	可以先来看看房子，如果觉得满意，价格方面咱们可以找房东再谈的	0
8846	增值税？	您还有什么问题么，需要我帮您预约看房么？？	0
8847	增值税？	好的，那我加您微信嘛，周五和您确定时间	0
8848	这个税费大概多少	所有税费加起来预计1.2万左右	1
8849	这个税费大概多少	房子不通气的哦  一楼的厨房本来是卫生间的	0
8850	这个税费大概多少	对头  这个小区45以上才通气	0
8851	这个税费大概多少	你是买来自己居住的哇	0
8852	这个税费大概多少	总价能接受好多范围以内嘛  然后区域  我想下有没有性价比高的推荐	0
8853	看那套啊	苏园这套3居室，还有就是佳世苑96平米的两居室。	0
8854	看那套啊	我一会再找找那边优质的房子，我再发给您，	0
8855	看那套啊	我找了一下午，目前两居室的话，还就佳世苑的还可以，三居室的话。整个苏庄地区都找了一下。也就苏园那个价格合适了，	0
8856	又带窗的低楼层的吗	金海蓝湾89平三室的卫生间都不带窗户	0
8857	又带窗的低楼层的吗	85平两室的，卫生间带窗户	0
8858	又带窗的低楼层的吗	你要几层楼的，85平有11层，6层顶的	0
8859	又带窗的低楼层的吗	我在金海蓝湾住，这边户型我都比你明白，还你可拉倒吧。	0
8860	又带窗的低楼层的吗	不好意思，是我没看清楚。现在89平这两套边户带窗户的便宜。剩下价格都高	0
8861	南北通透吗	当然了，这是罗马嘉园最南北通透，最好的户型了	1
8862	南北通透吗	不临街的，正对小区花园，正对着进小区的喷泉??	0
8863	南北通透吗	也是没有遮挡的，距离前面的楼有很远的距离	0
8864	南北通透吗	这个户型还有13层的，6层的	0
8865	南北通透吗	这两个楼层可以嘛？	0
8866	周边生活配套么	有的	1
8867	周边生活配套么	齐全	1
8868	周边生活配套么	北国益庄，菜市场，幼儿园，都有	1
8869	房子价格大概能谈多少	131以上	0
8870	房子价格大概能谈多少	不行	0
8871	房子价格大概能谈多少	确实不行	0
8872	文一的看房方便吗	看房都挺方便的，有钥匙的也有跟业主预约一下就能看的	1
8873	文一的看房方便吗	您说的是哪一栋17楼呢，在卖的这个面积的17楼的好几套	0
8874	文一的看房方便吗	您说的那套是有钥匙，可以随时看房	0
8875	契税为什么不是1	您名下有房子是二套	1
8876	契税为什么不是1	首套是1%	1
8877	契税为什么不是1	这个是已家庭为单位计算的	0
8878	契税为什么不是1	我个人觉得买房子没必要，影响感情	0
8879	契税为什么不是1	房子是咱们买来住的，提高生活质量的	0
8880	约个90多方的看看	您现在是在小区附近吗？	0
8881	约个90多方的看看	好的	0
8882	约个90多方的看看	这套也可以看	0
8883	公积金能用吗	不能的	1
8884	公积金能用吗	嘉兴只接受省内公金积	1
8885	公积金能用吗	好的	0
8886	公积金能用吗	到时候我们提前确认一下时间	0
8887	公积金能用吗	嗯	0
8888	带什么学校呢	带宝安外国语小学，灵芝小学，宝民小学，宝安中学	1
8889	带什么学校呢	这套房明天下午15:30可以看房	0
8890	带什么学校呢	周日的我要问一下业主	0
8891	能一起看水映蓝庭那套吗。	水映得五一	0
8892	能一起看水映蓝庭那套吗。	有的您先看看完我给您谈，业主也是买房换房	0
8893	能一起看水映蓝庭那套吗。	嗯我觉得比凤凰城那套强	0
8894	现在能松动么	嗯，可以	0
8895	现在能松动么	445万没问题	0
8896	现在能松动么	这个不能	0
8897	哪个楼盘有优惠	哪都有	0
8898	哪个楼盘有优惠	您考虑哪的区域的吧	0
8899	哪个楼盘有优惠	离老城区近的还是远点也行	0
8900	还有什么户型的	八号有套一楼的，价位61万。 53.5平您这边看过嘛？	1
8901	还有什么户型的	六号有套四楼的，也不错南北通透	1
8902	还有什么户型的	稍等一下	0
8903	还有什么户型的	贷不了，只能全款了？	0
8904	还有什么户型的	咱这边是想贷款嘛？	0
8905	底价多少	房主没有说底价，但是能谈	1
8906	底价多少	可以先看看房子，找房主聊聊	1
8907	底价多少	看完房子可以聊一下	0
8908	问下还有其他税费吗？房产证是那一年的？	贝壳德佑的	0
8909	问下还有其他税费吗？房产证是那一年的？	契税1% 个税1% 中介费2%	1
8910	问下还有其他税费吗？房产证是那一年的？	其它没得了	1
8911	问下还有其他税费吗？房产证是那一年的？	这是整个行业的标准  全程我们跑完	0
8912	问下还有其他税费吗？房产证是那一年的？	16年备案，19年底拿的证	0
8913	附近配套齐全吗	商业配套齐全	1
8914	附近配套齐全吗	坪山天虹商超 在300米左右	1
8915	附近配套齐全吗	小区对面就是世茂潮商广场	1
8916	附近配套齐全吗	离坪山中山中学和中山小心都不远	1
8917	附近配套齐全吗	南坪快速就可以到罗湖近点	0
8918	能预约到看房不嘛	不好意思，刚才在卫生间，信号不好，我马上约一下	1
8919	能预约到看房不嘛	这个房子业主并没有给租户说过要卖房子，只能先看一下同户型，如果户型合适，再想办法敲门什么的给您去看看。	1
8920	能预约到看房不嘛	正常出售	0
8921	可以看房么？	可以随时看	1
8922	可以看房么？	你多久去看呢	0
8923	可以看房么？	提前约基本都可以看	0
8924	嗯这房子二套首付几成？	6成	1
8925	嗯这房子二套首付几成？	您可以贷款140万二套	0
8926	嗯这房子二套首付几成？	可以的	0
8927	您好，请问可以做的最低首付和税费分别多少呢	你好	0
8928	您好，请问可以做的最低首付和税费分别多少呢	首付10万	1
8929	您好，请问可以做的最低首付和税费分别多少呢	房源在售中，希望能为您服务	0
8930	房子随时都能看吗？	需要预约房东的，不是随时都能看的	1
8931	房子随时都能看吗？	有啊，有人住的，但是房东也不可能随时都在房子这里的，而且现在这套房子签了vip，需要专门预约的	0
8932	房子随时都能看吗？	您考虑最近看房吗	0
8933	这套房子产权证有没有	政府拆迁房	0
8934	这套房子产权证有没有	房子很多的	0
8935	这套房子产权证有没有	你的手机号码多少	0
8936	有没有产权证	龙泉经开区旁边	0
8937	有没有产权证	有不动产房产证	1
8938	有没有产权证	可以加个微信，有什么想问的，都比较方便	0
8939	明天上午能看吗？当面聊	446万肯定不行	0
8940	明天上午能看吗？当面聊	现在有给460万想买的，您给446万不开玩笑吗？	0
8941	明天上午能看吗？当面聊	还有一个客户，明天我跟业主去见面去，也是460万	0
8942	什么时候能够看房呢？	我来约一下	1
8943	什么时候能够看房呢？	您几点有空？	1
8944	什么时候能够看房呢？	您好 您下午几点有空呢？	0
8945	其他费用还有哪些？还有议价空间吗？	价格可以谈	1
8946	其他费用还有哪些？还有议价空间吗？	你好	0
8947	最近还有可以看的房子吗	您好	0
8948	最近还有可以看的房子吗	看套三的嘛	0
8949	最近还有可以看的房子吗	我带您线上看一下哈	0
8950	周围配套怎么样	是的，暂时看不了房	0
8951	周围配套怎么样	一共有6栋共680户	0
8952	周围配套怎么样	楼盘周边的商业也较为缺乏，1.5公里之内没有成型的商业配套。在1.8公里左右有新汇城及九龙购物中心、2公里有家家欣商场。	1
8953	周围配套怎么样	楼盘周边的商业较为缺乏，1.5公里之内没有成型的商业配套。在1.8公里左右有新汇城及九龙购物中心、2公里有家家欣商场。	1
8954	周围配套怎么样	楼盘周边最近的赤岗社区卫生站有1.6公里，龙眼医院在楼盘的2.9公里处	1
8955	什么时候能够看房呢？	下午房东都可以	1
8956	什么时候能够看房呢？	有的	0
8957	什么时候能够看房呢？	你方便留个电话给我吗？	0
8958	去看看？	今天吗	1
8959	去看看？	不是一起建成的	0
8960	去看看？	有时间差呀	0
8961	这套房源价格还有优惠空间吗？	您好	0
8962	这套房源价格还有优惠空间吗？	您看过这套房子了么？	0
8963	一般便宜多少？	11，10栋	0
8964	一般便宜多少？	如果诚心卖而且想一个月内卖掉，不要看那些挂的价格，现在市场慢慢冷淡下来了，这个月成交量比上个月差太多了	0
8965	一般便宜多少？	你可以问一下目前四期卖掉的2房多少钱	0
8966	我还以为可以先看	嗯嗯	0
8967	我还以为可以先看	OK	0
8968	我还以为可以先看	周四给您确定	0
8969	您好，请问这个户型有啥优缺点	十小	0
8970	您好，请问这个户型有啥优缺点	三中学区	0
8971	您好，请问这个户型有啥优缺点	啊？准备买这里的房子吗	0
8972	您好，请问这个户型有啥优缺点	就落户还是要住呢	0
8973	您好，请问这个户型有啥优缺点	多大平	0
8974	几楼的？价格能谈多少？	6楼望小区花园	0
8975	几楼的？价格能谈多少？	价格要谈	1
8976	几楼的？价格能谈多少？	业主没说底价，合适再谈，空间应该还有个几十万	1
8977	价格还能谈吗	今天刚登记的，还没人谈过	0
8978	价格还能谈吗	明天应该能留钥匙🔑	0
8979	价格还能谈吗	是的，北侧临着知春路	0
8980	下午能看房吗？	嗯，	1
8981	下午能看房吗？	😄	0
8982	能正常贷款吗	您打算什么时候看	0
8983	能正常贷款吗	对，正常贷款	1
8984	能正常贷款吗	能落户	0
8985	能看了吗？	需要提前约姐	1
8986	能看了吗？	昨天晚上约的房子，租户还没回我信息	0
8987	能看了吗？	周日下午三点半，或者周一上午可以	0
8988	什么时候满两年啊	我是链家地产NAME，请问怎么称呼您？	0
8989	什么时候满两年啊	我们有钥匙的	0
8990	什么时候满两年啊	好的呀，有什么问题可以随时联系我，我对商业类很熟悉。	0
8991	什么时候满两年啊	PHONE	0
8992	什么时候满两年啊	我的微信，您可以加我	0
8993	小徐，这个房子可以看吗	可以的	1
8994	小徐，这个房子可以看吗	您现在在济南吗	0
8995	小徐，这个房子可以看吗	好的	0
8996	周边的学区是哪呀	高新小学和高新一中	1
8997	周边的学区是哪呀	首套的话，贷款210万月供2.2万左右	0
8998	周边的学区是哪呀	都是重点	0
8999	周边的学区是哪呀	大连排前十	0
9000	周边的学区是哪呀	个人？没用过？	0
9001	采光遮挡严重吗	电梯2楼。小区可以去看看，这个小区就3栋电梯房，不用担心采光	1
9002	采光遮挡严重吗	一楼采光都很好。	1
9003	采光遮挡严重吗	小区其他都是步梯，就3栋电梯还是东西一排排	0
9004	采光遮挡严重吗	这个房子明天有个要约房东谈的客户了。	0
9005	采光遮挡严重吗	这个房子也很好。国标户型3楼，当初买的是97平米，后来房本下来写的88.42。	0
9006	位置是怎样的	你大概知道这个小区位置吗？	0
9007	位置是怎样的	小区区域属于郫都区安靖镇，挨着金牛区洞子口	1
9008	位置是怎样的	旁边有学校和市场	0
9009	这个房本是几年的啦	房本是俩年外的	1
9010	这个房本是几年的啦	税费不多	0
9011	这个房本是几年的啦	1.7左右的税费	0
9012	这个房本是几年的啦	这个房子可以考虑一下，单价挺便宜，证件齐全	0
9013	什么时候能够看房呢？	稍等，刚刚开完会	0
9014	什么时候能够看房呢？	您好	0
9015	什么时候能够看房呢？	稍等	0
9016	其他费用还有哪些？还有议价空间吗？	其他还有个税，契税，中介费等	0
9017	其他费用还有哪些？还有议价空间吗？	目前这个就是底价了	1
9018	其他费用还有哪些？还有议价空间吗？	 您好	0
9019	可以贷款吗	恩，自住装修	0
9020	可以贷款吗	可以的	1
9021	可以贷款吗	但是有税	0
9022	可以贷款吗	您首付大概多少？	0
9023	可以贷款吗	原值125万	0
9024	什么时候能够看房呢？	基本提前说了都能看	1
9025	什么时候能够看房呢？	明天要过来不？	0
9026	什么时候能够看房呢？	😂	0
9027	都是买方付吗	是的了	1
9028	都是买方付吗	目前雨花台的学区主要分为以下几种，共小加共中、实小西加共中、实小西加雨中、实小本部加雨中、雨外小加雨中，房价依次上升，您需求哪一个学区呢？我对学区房都非常了解，专业为您解答。	0
9029	都是买方付吗	价格的话需要具体跟业主谈了	0
9030	都是买方付吗	它的学区是过渡的了，暂时是实小加雨中	0
9031	您好，我想咨询龙湖佰乐街小区	有的	0
9032	您好，我想咨询龙湖佰乐街小区	您是想租房子啊？	0
9033	您好，我想咨询龙湖佰乐街小区	也是有的	0
9034	您好，我想咨询龙湖佰乐街小区	您这边电话好多？	0
9035	您好，我想咨询龙湖佰乐街小区	我这边找到合适的联系您看房	0
9036	要给高税吗？	有高税	1
9037	要给高税吗？	您是主要考虑离医院近的嘛	0
9038	要给高税吗？	这套是步梯的顶楼哦	0
9039	要给高税吗？	您是考虑多大面积的嘛	0
9040	要给高税吗？	周边有适合您的房子。我帮您匹配下性价比高的。没得高税的	0
9041	您好，请问这个户型有啥优缺点	一期的	0
9042	您好，请问这个户型有啥优缺点	正常住宅房	0
9043	您好，请问这个户型有啥优缺点	您预算多少我给您推荐推荐	0
9044	您好，请问这个户型有啥优缺点	想买个多少平的	0
9045	您好，请问这个户型有啥优缺点	您预算大概多少	0
9046	你看看哪个比较方便	有一套7楼比较方便	0
9047	你看看哪个比较方便	好的	0
9048	你看看哪个比较方便	现在出租了	0
9049	这个今天能看一下吗？	有点难	1
9050	这个今天能看一下吗？	一般下午3,30-4:30	1
9051	这个今天能看一下吗？	明天这个时候可以约下	0
9052	总价有少吗	房东原话是说看上了可以面谈！	1
9053	总价有少吗	具体能少多少没给我们说哦！	0
9054	总价有少吗	这套房的挂牌时间是2019年4月份挂的！	0
9055	有增值税吗	330万的是不满两年的。	0
9056	有增值税吗	360是次顶楼	0
9057	有增值税吗	350的是三期的11号楼的12楼	0
9058	有增值税吗	40楼，总高41	0
9059	有增值税吗	12楼的你可以看看	0
9060	业主多少可以成交	确定考虑买吗？	0
9061	业主多少可以成交	有学位的。学位没有占用的	0
9062	业主多少可以成交	这个一样户型，非常笋啊	0
9063	不需要不需要，我自己可以过来看哈	不是现房，交房日期在2022月9月份左右	0
9064	不需要不需要，我自己可以过来看哈	是的	0
9065	不需要不需要，我自己可以过来看哈	现在有些楼栋在封顶了	0
9066	什么时候能够看房呢？	您好，您发的房子还在的，贝壳所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
9067	什么时候能够看房呢？	有	0
9068	什么时候能够看房呢？	您好，这套房子还在	0
9069	下边这个位置在哪里？	在西三环	0
9070	下边这个位置在哪里？	洛河路	0
9071	下边这个位置在哪里？	您考虑那个位置？	0
9072	1900现状？	2000	0
9073	1900现状？	?	0
9074	1900现状？	这个业主有点不好说话，她都要遇到那个对的主了	1
9075	1900现状？	他没得谈的，他我跟他谈了半天，他就说嗯，少200块钱，首月少200块钱	0
9076	1900现状？	他不愿意	0
9077	边户	现在租户不在，业主有钥匙随时可以看房，业主想换房，所以出售，总共8个单元，不是边户，这个房子在6单元	0
9078	边户	这个房子是满五年不唯一的公房	0
9079	边户	东边是商场，但是离得比较远，南边是3号楼，只有一个点的个税，房子没有遮挡	0
9080	周末过来看房、你方便吗？	可以的	1
9081	周末过来看房、你方便吗？	周末什么时间	1
9082	周末过来看房、你方便吗？	好的，你号码多少，加您一个微信，具体时间可以确定好微信上沟通	0
9083	您好，请问这个房子周边有哪些学校	小区叫什么名字	0
9084	您好，请问这个房子周边有哪些学校	我查查	0
